,priceList,departureOperatorList,returnOperatorList,departureDateList,returnDateList,daysToFlight
870,698,Ryanair,Ryanair,2023-08-02,2023-08-04,58
871,722,Ryanair,Ryanair,2023-08-02,2023-08-04,58
872,727,Ryanair,Wizz Air,2023-08-02,2023-08-04,58
873,714,Ryanair,Ryanair,2023-08-02,2023-08-04,58
874,516,Wizz Air,Wizz Air,2023-08-02,2023-08-04,58
875,574,Wizz Air,Ryanair,2023-08-02,2023-08-04,58
876,589,Wizz Air,Ryanair,2023-08-02,2023-08-04,58
877,630,Ryanair,Wizz Air,2023-08-02,2023-08-04,58
878,711,Ryanair,Wizz Air,2023-08-02,2023-08-04,58
879,659,Wizz Air,Ryanair,2023-08-02,2023-08-04,58
880,668,Wizz Air,Ryanair,2023-08-02,2023-08-04,58
881,613,Ryanair,Wizz Air,2023-08-03,2023-08-05,59
882,579,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
883,648,Ryanair,Ryanair,2023-08-03,2023-08-05,59
884,691,Ryanair,Ryanair,2023-08-03,2023-08-05,59
885,729,Ryanair,Ryanair,2023-08-03,2023-08-05,59
886,685,Ryanair,Ryanair,2023-08-03,2023-08-05,59
887,753,Ryanair,Wizz Air,2023-08-03,2023-08-05,59
888,692,Ryanair,Wizz Air,2023-08-03,2023-08-05,59
889,711,Ryanair,Ryanair,2023-08-03,2023-08-05,59
890,759,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
891,780,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
892,844,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
893,847,Ryanair,Ryanair,2023-08-03,2023-08-05,59
894,852,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
895,876,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
896,908,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-03,2023-08-05,59
897,602,Ryanair,Wizz Air,2023-08-04,2023-08-06,60
898,498,Wizz Air,Wizz Air,2023-08-04,2023-08-06,60
899,645,Ryanair,Ryanair,2023-08-04,2023-08-06,60
900,670,Ryanair,Ryanair,2023-08-04,2023-08-06,60
901,545,Wizz Air,Wizz Air,2023-08-04,2023-08-06,60
902,559,Wizz Air,Ryanair,2023-08-04,2023-08-06,60
903,698,Ryanair,Ryanair,2023-08-04,2023-08-06,60
904,568,Ryanair,Wizz Air,2023-08-04,2023-08-06,60
905,606,Wizz Air,Ryanair,2023-08-04,2023-08-06,60
906,674,Ryanair,Ryanair,2023-08-04,2023-08-06,60
907,582,Wizz Air,Ryanair,2023-08-04,2023-08-06,60
908,563,Wizz Air,Ryanair,2023-08-04,2023-08-06,60
909,629,Wizz Air,Ryanair,2023-08-04,2023-08-06,60
910,667,Wizz Air,Wizz Air Malta,2023-08-04,2023-08-06,60
911,690,Ryanair,Ryanair,2023-08-04,2023-08-06,60
912,499,Ryanair,Wizz Air,2023-08-05,2023-08-07,61
913,542,Ryanair,Wizz Air,2023-08-05,2023-08-07,61
914,584,Ryanair,Ryanair,2023-08-05,2023-08-07,61
915,619,Ryanair,Ryanair,2023-08-05,2023-08-07,61
916,619,Ryanair,Ryanair,2023-08-05,2023-08-07,61
917,643,Ryanair,Ryanair,2023-08-05,2023-08-07,61
918,553,Ryanair,Wizz Air,2023-08-05,2023-08-07,61
919,556,Ryanair,Ryanair,2023-08-05,2023-08-07,61
920,678,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-05,2023-08-07,61
921,722,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-05,2023-08-07,61
922,730,Ryanair,Air Serbia,2023-08-05,2023-08-07,61
923,734,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-05,2023-08-07,61
924,776,Ryanair,Wizz Air,2023-08-05,2023-08-07,61
925,994,Lufthansa,Wizz Air,2023-08-05,2023-08-07,61
926,1012,Lufthansa,Ryanair,2023-08-05,2023-08-07,61
927,475,Wizz Air,Wizz Air,2023-08-06,2023-08-08,62
928,507,Ryanair,Wizz Air,2023-08-06,2023-08-08,62
929,528,Wizz Air,Wizz Air,2023-08-06,2023-08-08,62
930,543,Wizz Air,Ryanair,2023-08-06,2023-08-08,62
931,552,Ryanair,Wizz Air,2023-08-06,2023-08-08,62
932,561,Ryanair,Ryanair,2023-08-06,2023-08-08,62
933,573,Wizz Air,Ryanair,2023-08-06,2023-08-08,62
934,580,Wizz Air,Ryanair,2023-08-06,2023-08-08,62
935,594,Ryanair,Ryanair,2023-08-06,2023-08-08,62
936,624,Ryanair,Ryanair,2023-08-06,2023-08-08,62
937,626,Ryanair,Ryanair,2023-08-06,2023-08-08,62
938,528,Wizz Air,Ryanair,2023-08-06,2023-08-08,62
939,542,Ryanair,Wizz Air,2023-08-06,2023-08-08,62
940,596,Wizz Air,Ryanair,2023-08-06,2023-08-08,62
941,630,Ryanair,Ryanair,2023-08-06,2023-08-08,62
942,463,Wizz Air,Wizz Air,2023-08-07,2023-08-09,63
943,404,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-07,2023-08-09,63
944,534,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
945,498,Wizz Air,Wizz Air,2023-08-07,2023-08-09,63
946,553,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
947,591,Ryanair,Wizz Air,2023-08-07,2023-08-09,63
948,606,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
949,614,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
950,626,Ryanair,Wizz Air,2023-08-07,2023-08-09,63
951,675,Ryanair,Ryanair,2023-08-07,2023-08-09,63
952,680,Ryanair,Ryanair,2023-08-07,2023-08-09,63
953,719,Ryanair,Ryanair,2023-08-07,2023-08-09,63
954,756,Ryanair,Ryanair,2023-08-07,2023-08-09,63
955,629,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
956,629,Wizz Air,Air Serbia,2023-08-07,2023-08-09,63
957,649,Wizz Air,Ryanair,2023-08-07,2023-08-09,63
958,526,Ryanair,Wizz Air,2023-08-08,2023-08-10,64
959,595,Ryanair,Wizz Air,2023-08-08,2023-08-10,64
960,621,Ryanair,Ryanair,2023-08-08,2023-08-10,64
961,647,Ryanair,Ryanair,2023-08-08,2023-08-10,64
962,684,Ryanair,Ryanair,2023-08-08,2023-08-10,64
963,714,Ryanair,Ryanair,2023-08-08,2023-08-10,64
964,567,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-08,2023-08-10,64
965,609,Ryanair,Wizz Air Malta,2023-08-08,2023-08-10,64
966,613,Ryanair,Wizz Air Malta,2023-08-08,2023-08-10,64
967,722,Ryanair,Ryanair,2023-08-08,2023-08-10,64
968,737,Lufthansa,Lufthansa,2023-08-08,2023-08-10,64
969,803,Ryanair,Ryanair,2023-08-08,2023-08-10,64
970,810,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-08,2023-08-10,64
971,832,Ryanair,Wizz Air,2023-08-08,2023-08-10,64
972,836,Ryanair,Air Serbia,2023-08-08,2023-08-10,64
973,406,Wizz Air,Wizz Air,2023-08-09,2023-08-11,65
974,359,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-09,2023-08-11,65
975,523,Wizz Air,Ryanair,2023-08-09,2023-08-11,65
976,526,Wizz Air,Ryanair,2023-08-09,2023-08-11,65
977,552,Ryanair,Wizz Air,2023-08-09,2023-08-11,65
978,614,Ryanair,Ryanair,2023-08-09,2023-08-11,65
979,565,Wizz Air,Ryanair,2023-08-09,2023-08-11,65
980,637,Ryanair,Ryanair,2023-08-09,2023-08-11,65
981,655,Ryanair,Ryanair,2023-08-09,2023-08-11,65
982,472,Wizz Air,Ryanair,2023-08-09,2023-08-11,65
983,697,Ryanair,Ryanair,2023-08-09,2023-08-11,65
984,479,Wizz Air,Wizz Air,2023-08-09,2023-08-11,65
985,606,Ryanair,Wizz Air,2023-08-09,2023-08-11,65
986,655,Ryanair,Wizz Air,2023-08-09,2023-08-11,65
987,487,Wizz Air,Ryanair,2023-08-09,2023-08-11,65
988,584,Wizz Air,LOT,2023-08-09,2023-08-11,65
989,539,Ryanair,Wizz Air,2023-08-10,2023-08-12,66
990,562,Ryanair,Wizz Air,2023-08-10,2023-08-12,66
991,614,Ryanair,Ryanair,2023-08-10,2023-08-12,66
992,654,Ryanair,Ryanair,2023-08-10,2023-08-12,66
993,658,Ryanair,Ryanair,2023-08-10,2023-08-12,66
994,680,Ryanair,Ryanair,2023-08-10,2023-08-12,66
995,840,Ryanair,Wizz Air,2023-08-10,2023-08-12,66
996,715,Ryanair,Wizz Air Malta,2023-08-10,2023-08-12,66
997,721,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-10,2023-08-12,66
998,731,Lufthansa,Lufthansa,2023-08-10,2023-08-12,66
999,742,Ryanair,Ryanair,2023-08-10,2023-08-12,66
1000,833,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-10,2023-08-12,66
1001,840,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-10,2023-08-12,66
1002,843,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-10,2023-08-12,66
1003,866,Ryanair,Ryanair,2023-08-10,2023-08-12,66
1004,718,Ryanair,Wizz Air,2023-08-11,2023-08-13,67
1005,493,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-11,2023-08-13,67
1006,750,Ryanair,Ryanair,2023-08-11,2023-08-13,67
1007,618,Wizz Air,Wizz Air,2023-08-11,2023-08-13,67
1008,800,Ryanair,Ryanair,2023-08-11,2023-08-13,67
1009,661,Wizz Air,Ryanair,2023-08-11,2023-08-13,67
1010,691,Wizz Air,Ryanair,2023-08-11,2023-08-13,67
1011,892,Ryanair,Ryanair,2023-08-11,2023-08-13,67
1012,945,Ryanair,Wizz Air,2023-08-11,2023-08-13,67
1013,743,Wizz Air,Ryanair,2023-08-11,2023-08-13,67
1014,852,Ryanair,Ryanair,2023-08-11,2023-08-13,67
1015,867,Wizz Air,Wizz Air,2023-08-11,2023-08-13,67
1016,707,Wizz Air,Ryanair,2023-08-11,2023-08-13,67
1017,753,Wizz Air,Ryanair,2023-08-11,2023-08-13,67
1018,769,Air Serbia,Wizz Air,2023-08-11,2023-08-13,67
1019,797,Air Serbia,Ryanair,2023-08-11,2023-08-13,67
1020,633,Ryanair,Wizz Air,2023-08-12,2023-08-14,68
1021,524,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-12,2023-08-14,68
1022,684,Ryanair,Ryanair,2023-08-12,2023-08-14,68
1023,707,Ryanair,Ryanair,2023-08-12,2023-08-14,68
1024,853,Ryanair,Ryanair,2023-08-12,2023-08-14,68
1025,866,Ryanair,Wizz Air,2023-08-12,2023-08-14,68
1026,904,Ryanair,Ryanair,2023-08-12,2023-08-14,68
1027,747,Ryanair,Wizz Air,2023-08-12,2023-08-14,68
1028,793,Ryanair,Wizz Air,2023-08-12,2023-08-14,68
1029,771,Lufthansa,Lufthansa,2023-08-12,2023-08-14,68
1030,783,Lufthansa,Lufthansa,2023-08-12,2023-08-14,68
1031,797,Lufthansa,Lufthansa,2023-08-12,2023-08-14,68
1032,901,Ryanair,Ryanair,2023-08-12,2023-08-14,68
1033,901,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-12,2023-08-14,68
1034,903,Ryanair,Air Serbia,2023-08-12,2023-08-14,68
1035,935,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-12,2023-08-14,68
1036,562,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1037,481,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1038,564,Wizz Air,Wizz Air,2023-08-13,2023-08-15,69
1039,671,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1040,728,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1041,741,Wizz Air,Wizz Air,2023-08-13,2023-08-15,69
1042,859,Ryanair,Wizz Air,2023-08-13,2023-08-15,69
1043,882,Ryanair,Ryanair,2023-08-13,2023-08-15,69
1044,901,Ryanair,Ryanair,2023-08-13,2023-08-15,69
1045,587,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1046,964,Ryanair,Ryanair,2023-08-13,2023-08-15,69
1047,1031,Ryanair,Wizz Air,2023-08-13,2023-08-15,69
1048,1052,Ryanair,Ryanair,2023-08-13,2023-08-15,69
1049,829,Ryanair,Wizz Air,2023-08-13,2023-08-15,69
1050,633,Wizz Air,Ryanair,2023-08-13,2023-08-15,69
1051,580,Ryanair,Ryanair,2023-08-14,2023-08-16,70
1052,526,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1053,569,Ryanair,Wizz Air,2023-08-14,2023-08-16,70
1054,578,Wizz Air,Wizz Air,2023-08-14,2023-08-16,70
1055,594,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1056,622,Ryanair,Ryanair,2023-08-14,2023-08-16,70
1057,690,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1058,726,Ryanair,Ryanair,2023-08-14,2023-08-16,70
1059,733,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1060,763,Ryanair,Ryanair,2023-08-14,2023-08-16,70
1061,535,Wizz Air,Wizz Air,2023-08-14,2023-08-16,70
1062,549,Ryanair,Wizz Air,2023-08-14,2023-08-16,70
1063,566,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1064,673,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1065,678,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1066,694,Wizz Air,Ryanair,2023-08-14,2023-08-16,70
1067,591,Ryanair,Wizz Air,2023-08-15,2023-08-17,71
1068,495,Ryanair,Wizz Air Malta,2023-08-15,2023-08-17,71
1069,645,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1070,659,Ryanair,Wizz Air,2023-08-15,2023-08-17,71
1071,697,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1072,866,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1073,760,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1074,576,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-15,2023-08-17,71
1075,690,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-15,2023-08-17,71
1076,801,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1077,801,Ryanair,Wizz Air,2023-08-15,2023-08-17,71
1078,827,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1079,841,Ryanair,Ryanair,2023-08-15,2023-08-17,71
1080,855,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-15,2023-08-17,71
1081,896,Ryanair,Wizz Air,2023-08-15,2023-08-17,71
1082,929,Lufthansa,Wizz Air,2023-08-15,2023-08-17,71
1083,548,Wizz Air,Wizz Air,2023-08-16,2023-08-18,72
1084,467,Ryanair,Wizz Air Malta,2023-08-16,2023-08-18,72
1085,574,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1086,594,Wizz Air,Ryanair,2023-08-16,2023-08-18,72
1087,641,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1088,648,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1089,651,Wizz Air,Ryanair,2023-08-16,2023-08-18,72
1090,681,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1091,685,Wizz Air,Ryanair,2023-08-16,2023-08-18,72
1092,531,Ryanair,Wizz Air,2023-08-16,2023-08-18,72
1093,545,Ryanair,Wizz Air,2023-08-16,2023-08-18,72
1094,562,Wizz Air,Wizz Air,2023-08-16,2023-08-18,72
1095,658,Wizz Air,Ryanair,2023-08-16,2023-08-18,72
1096,659,Ryanair,Wizz Air,2023-08-16,2023-08-18,72
1097,626,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1098,695,Ryanair,Ryanair,2023-08-16,2023-08-18,72
1099,595,Ryanair,Wizz Air,2023-08-17,2023-08-19,73
1100,517,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1101,668,Ryanair,Ryanair,2023-08-17,2023-08-19,73
1102,677,Ryanair,Ryanair,2023-08-17,2023-08-19,73
1103,717,Ryanair,Ryanair,2023-08-17,2023-08-19,73
1104,752,Ryanair,Ryanair,2023-08-17,2023-08-19,73
1105,606,Ryanair,Wizz Air,2023-08-17,2023-08-19,73
1106,619,Ryanair,Wizz Air,2023-08-17,2023-08-19,73
1107,802,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1108,913,Lufthansa,Wizz Air,2023-08-17,2023-08-19,73
1109,973,Lufthansa,Ryanair,2023-08-17,2023-08-19,73
1110,575,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1111,645,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1112,668,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1113,704,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-17,2023-08-19,73
1114,717,Lufthansa,Lufthansa,2023-08-17,2023-08-19,73
1115,617,Ryanair,Ryanair,2023-08-18,2023-08-20,74
1116,387,Ryanair,Wizz Air Malta,2023-08-18,2023-08-20,74
1117,670,Ryanair,Wizz Air,2023-08-18,2023-08-20,74
1118,693,Ryanair,Wizz Air,2023-08-18,2023-08-20,74
1119,591,Wizz Air,Wizz Air,2023-08-18,2023-08-20,74
1120,598,Wizz Air,Wizz Air,2023-08-18,2023-08-20,74
1121,652,Wizz Air,Ryanair,2023-08-18,2023-08-20,74
1122,761,Ryanair,Ryanair,2023-08-18,2023-08-20,74
1123,800,Ryanair,Ryanair,2023-08-18,2023-08-20,74
1124,709,Wizz Air,Ryanair,2023-08-18,2023-08-20,74
1125,518,Wizz Air,Ryanair,2023-08-18,2023-08-20,74
1126,764,Wizz Air,Ryanair,2023-08-18,2023-08-20,74
1127,874,Ryanair,Ryanair,2023-08-18,2023-08-20,74
1128,678,Wizz Air,Ryanair,2023-08-18,2023-08-20,74
1129,722,Air Serbia,Wizz Air,2023-08-18,2023-08-20,74
1130,757,Air Serbia,Wizz Air,2023-08-18,2023-08-20,74
1131,737,Ryanair,Ryanair,2023-08-19,2023-08-21,75
1132,484,Ryanair,Wizz Air Malta,2023-08-19,2023-08-21,75
1133,859,Ryanair,Wizz Air,2023-08-19,2023-08-21,75
1134,867,Ryanair,Ryanair,2023-08-19,2023-08-21,75
1135,880,Ryanair,Ryanair,2023-08-19,2023-08-21,75
1136,971,Ryanair,Ryanair,2023-08-19,2023-08-21,75
1137,526,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-19,2023-08-21,75
1138,811,Ryanair,Wizz Air,2023-08-19,2023-08-21,75
1139,862,Ryanair,Wizz Air,2023-08-19,2023-08-21,75
1140,736,LOT,Wizz Air,2023-08-19,2023-08-21,75
1141,810,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-19,2023-08-21,75
1142,822,Ryanair,ITA Airways,2023-08-19,2023-08-21,75
1143,978,Ryanair,Wizz Air,2023-08-19,2023-08-21,75
1144,985,Austrian Airlines,Ryanair,2023-08-19,2023-08-21,75
1145,1031,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-19,2023-08-21,75
1146,1068,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-19,2023-08-21,75
1147,607,Wizz Air,Ryanair,2023-08-20,2023-08-22,76
1148,436,Ryanair,Wizz Air Malta,2023-08-20,2023-08-22,76
1149,685,Wizz Air,Wizz Air,2023-08-20,2023-08-22,76
1150,685,Wizz Air,Wizz Air,2023-08-20,2023-08-22,76
1151,712,Wizz Air,Ryanair,2023-08-20,2023-08-22,76
1152,745,Wizz Air,Ryanair,2023-08-20,2023-08-22,76
1153,746,Ryanair,Ryanair,2023-08-20,2023-08-22,76
1154,752,Ryanair,Ryanair,2023-08-20,2023-08-22,76
1155,811,Ryanair,Wizz Air,2023-08-20,2023-08-22,76
1156,811,Ryanair,Wizz Air,2023-08-20,2023-08-22,76
1157,860,Ryanair,Ryanair,2023-08-20,2023-08-22,76
1158,902,Ryanair,Ryanair,2023-08-20,2023-08-22,76
1159,600,Wizz Air,Ryanair,2023-08-20,2023-08-22,76
1160,841,Ryanair,Wizz Air,2023-08-20,2023-08-22,76
1161,682,Wizz Air,Ryanair,2023-08-20,2023-08-22,76
1162,835,Ryanair,Wizz Air,2023-08-20,2023-08-22,76
1163,528,Wizz Air,Wizz Air,2023-08-21,2023-08-23,77
1164,470,Wizz Air,Ryanair,2023-08-21,2023-08-23,77
1165,615,Ryanair,Ryanair,2023-08-21,2023-08-23,77
1166,622,Ryanair,Ryanair,2023-08-21,2023-08-23,77
1167,695,Ryanair,Ryanair,2023-08-21,2023-08-23,77
1168,715,Ryanair,Ryanair,2023-08-21,2023-08-23,77
1169,478,Wizz Air,Ryanair,2023-08-21,2023-08-23,77
1170,485,Wizz Air,Wizz Air,2023-08-21,2023-08-23,77
1171,550,Wizz Air,Ryanair,2023-08-21,2023-08-23,77
1172,584,Wizz Air,Ryanair,2023-08-21,2023-08-23,77
1173,630,Ryanair,Wizz Air,2023-08-21,2023-08-23,77
1174,673,Ryanair,Wizz Air,2023-08-21,2023-08-23,77
1175,716,Wizz Air,Ryanair,2023-08-21,2023-08-23,77
1176,729,Wizz Air,LOT,2023-08-21,2023-08-23,77
1177,733,LOT,Wizz Air,2023-08-21,2023-08-23,77
1178,600,Ryanair,Ryanair,2023-08-22,2023-08-24,78
1179,428,Ryanair,Wizz Air,2023-08-22,2023-08-24,78
1180,609,Ryanair,Wizz Air,2023-08-22,2023-08-24,78
1181,656,Ryanair,Wizz Air,2023-08-22,2023-08-24,78
1182,680,Ryanair,Ryanair,2023-08-22,2023-08-24,78
1183,699,Ryanair,Ryanair,2023-08-22,2023-08-24,78
1184,828,Ryanair,Ryanair,2023-08-22,2023-08-24,78
1185,726,Lufthansa,Ryanair,2023-08-22,2023-08-24,78
1186,736,Lufthansa,Wizz Air,2023-08-22,2023-08-24,78
1187,901,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-22,2023-08-24,78
1188,469,Ryanair,Wizz Air Malta,2023-08-22,2023-08-24,78
1189,481,Ryanair,Wizz Air Malta,2023-08-22,2023-08-24,78
1190,502,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-22,2023-08-24,78
1191,562,Ryanair,Wizz Air Malta,2023-08-22,2023-08-24,78
1192,596,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-22,2023-08-24,78
1193,601,Ryanair,Wizz Air Malta,2023-08-22,2023-08-24,78
1194,544,Wizz Air,Ryanair,2023-08-23,2023-08-25,79
1195,407,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-23,2023-08-25,79
1196,548,Wizz Air,Wizz Air,2023-08-23,2023-08-25,79
1197,590,Ryanair,Wizz Air,2023-08-23,2023-08-25,79
1198,595,Ryanair,Ryanair,2023-08-23,2023-08-25,79
1199,616,Wizz Air,Ryanair,2023-08-23,2023-08-25,79
1200,671,Ryanair,Ryanair,2023-08-23,2023-08-25,79
1201,722,Ryanair,Ryanair,2023-08-23,2023-08-25,79
1202,666,Wizz Air,Ryanair,2023-08-23,2023-08-25,79
1203,751,Wizz Air,Ryanair,2023-08-23,2023-08-25,79
1204,812,Ryanair,Ryanair,2023-08-23,2023-08-25,79
1205,726,Ryanair,Wizz Air,2023-08-23,2023-08-25,79
1206,757,Lufthansa,Ryanair,2023-08-23,2023-08-25,79
1207,765,Lufthansa,Wizz Air,2023-08-23,2023-08-25,79
1208,829,Lufthansa,Ryanair,2023-08-23,2023-08-25,79
1209,675,Lufthansa,Lufthansa,2023-08-23,2023-08-25,79
1210,558,Ryanair,Wizz Air,2023-08-24,2023-08-26,80
1211,522,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-24,2023-08-26,80
1212,628,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1213,654,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1214,766,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1215,752,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1216,921,Ryanair,Wizz Air,2023-08-24,2023-08-26,80
1217,592,Ryanair,Wizz Air,2023-08-24,2023-08-26,80
1218,562,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-24,2023-08-26,80
1219,814,Lufthansa,Wizz Air,2023-08-24,2023-08-26,80
1220,840,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-24,2023-08-26,80
1221,859,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-24,2023-08-26,80
1222,882,Lufthansa,Ryanair,2023-08-24,2023-08-26,80
1223,895,Lufthansa,Ryanair,2023-08-24,2023-08-26,80
1224,904,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1225,927,Ryanair,Ryanair,2023-08-24,2023-08-26,80
1226,692,Ryanair,Wizz Air,2023-08-25,2023-08-27,81
1227,468,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-25,2023-08-27,81
1228,534,Wizz Air,Wizz Air,2023-08-25,2023-08-27,81
1229,770,Ryanair,Ryanair,2023-08-25,2023-08-27,81
1230,901,Ryanair,Ryanair,2023-08-25,2023-08-27,81
1231,911,Ryanair,Ryanair,2023-08-25,2023-08-27,81
1232,868,Wizz Air,Wizz Air,2023-08-25,2023-08-27,81
1233,911,Ryanair,Ryanair,2023-08-25,2023-08-27,81
1234,1041,Ryanair,Wizz Air,2023-08-25,2023-08-27,81
1235,616,Wizz Air,Ryanair,2023-08-25,2023-08-27,81
1236,728,Wizz Air,Ryanair,2023-08-25,2023-08-27,81
1237,738,Wizz Air,Ryanair,2023-08-25,2023-08-27,81
1238,811,Lufthansa,Wizz Air,2023-08-25,2023-08-27,81
1239,652,Wizz Air,Ryanair,2023-08-25,2023-08-27,81
1240,681,Lufthansa,Lufthansa,2023-08-25,2023-08-27,81
1241,738,Wizz Air,Ryanair,2023-08-25,2023-08-27,81
1242,741,Ryanair,Wizz Air,2023-08-26,2023-08-28,82
1243,468,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-26,2023-08-28,82
1244,790,Ryanair,Ryanair,2023-08-26,2023-08-28,82
1245,850,Ryanair,Ryanair,2023-08-26,2023-08-28,82
1246,938,Ryanair,Ryanair,2023-08-26,2023-08-28,82
1247,969,Ryanair,Ryanair,2023-08-26,2023-08-28,82
1248,768,Ryanair,Wizz Air,2023-08-26,2023-08-28,82
1249,1105,Ryanair,Wizz Air,2023-08-26,2023-08-28,82
1250,799,FlixBus,Wizz Air,2023-08-26,2023-08-28,82
1251,976,Ryanair,Wizz Air,2023-08-26,2023-08-28,82
1252,1080,Ryanair,Ryanair,2023-08-26,2023-08-28,82
1253,1280,Ryanair,Lufthansa,2023-08-26,2023-08-28,82
1254,712,Ryanair,Wizz Air,2023-08-26,2023-08-28,82
1255,740,LOT,Wizz Air,2023-08-26,2023-08-28,82
1256,748,LOT,Wizz Air,2023-08-26,2023-08-28,82
1257,763,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-26,2023-08-28,82
1258,576,Wizz Air,Wizz Air,2023-08-27,2023-08-29,83
1259,409,Ryanair,Wizz Air Malta,2023-08-27,2023-08-29,83
1260,595,Wizz Air,Wizz Air,2023-08-27,2023-08-29,83
1261,720,Ryanair,Ryanair,2023-08-27,2023-08-29,83
1262,735,Ryanair,Wizz Air,2023-08-27,2023-08-29,83
1263,735,Ryanair,Wizz Air,2023-08-27,2023-08-29,83
1264,771,Wizz Air,Ryanair,2023-08-27,2023-08-29,83
1265,775,Wizz Air,Ryanair,2023-08-27,2023-08-29,83
1266,777,Ryanair,Ryanair,2023-08-27,2023-08-29,83
1267,541,Wizz Air,Ryanair,2023-08-27,2023-08-29,83
1268,935,Ryanair,Ryanair,2023-08-27,2023-08-29,83
1269,951,Ryanair,Ryanair,2023-08-27,2023-08-29,83
